start_up,skill,skill_clean
warrant,Search Engine Optimization (SEO),search engine optimization (seo)
warrant,Agile Methodologies,agile methodologies
warrant,Digital Media,digital media
warrant,Marketing Strategy,marketing strategy
warrant,Market Research,market research
warrant,Strategic Planning,strategic planning
warrant,Social Media,social media
warrant,Project Management,project management
warrant,Copywriting,copywriting
warrant,Graphic Design,graphic design
warrant,Marketing,marketing
warrant,Advertising,advertising
warrant,Film Production,film production
warrant,Event Planning,event planning
warrant,Sales Management,sales management
