start_up,headline,current_position,skills
coreos,Helping clients use technology to grow their business and increase their profits,Sales,"[{'name': 'Cloud Computing', 'endorsements': 27, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Data Center', 'endorsements': 13, 'passed_assessment': None}, {'name': 'SaaS', 'endorsements': 13, 'passed_assessment': None}, {'name': 'PaaS', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Professional Services', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Pre-sales', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Partner Management', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Software Development', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Go-to-market Strategy', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Integration', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Strategic Partnerships', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Virtualization', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Account Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Solution Selling', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Sales Process', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Mobile Applications', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Complex Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 0, 'passed_assessment': None}]"
coreos,trabajadora en CoreOS,,
coreos,Head of Engineering Services at CoreOS| OpenShift | MuleSoft Alum,,
coreos,"Owner, coreos",,
coreos,coreos en coreos,,
coreos,Responsable Sector Postal Castellón,,
coreos,cartero en Coreos,,
coreos,oficial en Mining,,
coreos,Bailarín profesional en Coreos,,
coreos,Mensajero en Coreos de Costa Rica,,
coreos,"IaaS + PaaS Admin (Azure, AWS, Openshift, Kubernetes, ) + Automation Developer (Terraform + Ansible)",,
coreos,Software Engineer at CoreOS,,
coreos,Software Engineer at CoreOS,,
coreos,Software Engineer at CoreOS,,
coreos,Principal Software Engineer at Red Hat,,
flux,diploma at Flux,,
flux,"Owner, Flux",,
flux,"Owner, Flux Pompen Benelux BV",,
flux,Content Manager at FLUX,,
flux,FLUX — 总监,,
flux,Elektriker bei Flux,,
flux,gout chez Flux,,
flux,Electrical Engineer at Flux,,
flux,--,,
flux,Flux — WMS软件,,
flux,开发工程师 - Flux,,
flux,Codificador en Flux,,
flux,operator at Flux,,
flux,"pintor,productor en flux",,
flux,Information Technology Consultant at Flux,,
flux,Diagnostic Engineer at Flux,,
flux,--,,
flux,Mechanical Technician at Flux,,
flux,--,,
flux,Technical Support Manager at Flux,,
flux,Research And Development Engineer at AoD,,
flux,New Improved Formula!,,
flux,"Owner, Flux Magazine and Media Production Consultant",,
flux,Project Manager at FLUX,,
flux,Flux的髮助,,
flux,Internal Sales Manager at Flux AB,,
flux,Developer at flux and Internet Consultant,,
flux,8,,
flux,"Owner, Flux Consultants and Information Technology and Services Consultant",,
flux,redactor stilizator la Flux,,
flux,COMMERCIAL chez Flux,,
flux,"Owner, Flux Consultants",,
flux,zarzad at flux,,
flux,electrician,,
flux,Graphics at Flux,,
flux,kidera at Flux,,
flux,Machine Operator at Flux,,
flux,Post production,,
flux,Commercials producer at Flux animation,,
flux,Тестировщик – Flux,,
flux,receptionist på Flux,,
flux,cooker at flux,,
flux,Sales maneger at Flux and Business Supplies and Equipment Consultant,,
flux,"Sales at Only Cliffords and Owner, Flux Designs",,
flux,"Owner, flux, inc.",,
flux,Animation Professional,,
flux,Web Developer at Flux,,
flux,mail tech at Flux,,
flux,Designer at Flux,,
flux,WMS Senior Consultant at Flux,,
vidyard,#1 Clay GTM Advisor in the World | AI GTM Operator | Download My Highest-ROI GTM Engineering Playbooks ⬇️,Advisor / GTM Engineering,"[{'name': 'RevOps', 'endorsements': 0, 'passed_assessment': None}, {'name': 'GTM Engineering', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Clay Expert', 'endorsements': 11, 'passed_assessment': None}, {'name': 'GTM', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Sales Automations', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Clay Coaching', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Clay Consulting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Clay', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Golf', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Outbound', 'endorsements': 2, 'passed_assessment': None}, {'name': 'ABM', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategia go-to-market', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales operations', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Demand generation', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Partnerships Strategiche', 'endorsements': 6, 'passed_assessment': None}, {'name': 'CRM', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Python', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Account Based Marketing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Business development', 'endorsements': 2, 'passed_assessment': None}, {'name': 'B2B Lead Generation', 'endorsements': 2, 'passed_assessment': None}]"
vidyard,GTM Operations| Marketing-Sales Technology| Salesforce Certified Administrator,Marketing Revenue Operations Manager,"[{'name': 'Salesforce.com Administration', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Salesforce Sales Cloud', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Salesforce Marketing Cloud', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Salesforce Lightning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing Technology', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Lead Qualification', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Analytical Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Paid Search Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Lead Generation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Budgeting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Demand Generation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 7, 'passed_assessment': None}, {'name': 'SQL', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Product Management', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Google Analytics', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Data Analysis', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Digital Marketing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Analytics', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Business Analysis', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Requirements Analysis', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Weka', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Mobile Devices', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Agile Methodologies', 'endorsements': 2, 'passed_assessment': None}, {'name': 'User Experience', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Email Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Email Marketing Software', 'endorsements': 0, 'passed_assessment': None}, {'name': 'HTML', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Microsoft PowerPoint', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Word', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketo', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 2, 'passed_assessment': None}]"
vidyard,"VP of Partnerships @ Vidyard | Driving Growth in SaaS, FinTech, & eCommerce | Expert in Strategic Alliances & Revenue Expansion | Ex-Shopify","Vice President, Partnerships","[{'name': 'Strategic Partnerships', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SaaS', 'endorsements': 0, 'passed_assessment': None}, {'name': 'FinTech', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Development ', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Communication Training', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Communication', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Key Account Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 28, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 38, 'passed_assessment': None}, {'name': 'Sales Management', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Team Building', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Change Management', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 14, 'passed_assessment': None}, {'name': 'New Business Development', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Account Management', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Business Analysis', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Competitive Analysis', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Risk Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Social Media', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Program Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 3, 'passed_assessment': None}]"
vidyard,Humanizing the Sales Process at Scale | Top Performing Sales Leader | Professional Problem Solver | AI Enthusiast | Data and Analytics Nerd,Enterprise Account Executive ,"[{'name': 'Consultative Selling', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Digital Video', 'endorsements': 0, 'passed_assessment': None}, {'name': 'B2B sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Analytical Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'NetSuite', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Compensation Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'ROI Optimization', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cross-functional Team Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software Implementation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Custom Decks', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Digital Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Pricing Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Revenue Enablement', 'endorsements': 0, 'passed_assessment': None}, {'name': 'HubSpot Sales Hub', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Content Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'National Sales Training', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Prospecting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SPIN Sales Training', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Employee Training', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Coaching', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Direct Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'New Hire Training', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Analytics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Enablement', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SaaS Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'HubSpot', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 20, 'passed_assessment': None}, {'name': 'Google Analytics', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Google Adwords', 'endorsements': 8, 'passed_assessment': None}, {'name': 'PowerPoint', 'endorsements': 2, 'passed_assessment': True}, {'name': 'Microsoft Excel', 'endorsements': 2, 'passed_assessment': True}, {'name': 'Leadership', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Team Leadership', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Building Relationships', 'endorsements': 2, 'passed_assessment': None}]"
vidyard,Partner at Bessemer Venture Partners,Partner,"[{'name': 'Venture Capital', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Partnerships', 'endorsements': 90, 'passed_assessment': None}, {'name': 'SaaS', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 43, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cloud Computing', 'endorsements': 54, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 88, 'passed_assessment': None}, {'name': 'Investments', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Analytics', 'endorsements': 11, 'passed_assessment': None}, {'name': 'E-commerce', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Entrepreneurship', 'endorsements': 46, 'passed_assessment': None}, {'name': 'Product Marketing', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Product Management', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Due Diligence', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Go-to-market Strategy', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 20, 'passed_assessment': None}, {'name': 'SEM', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Cross-functional Team Leadership', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Lead Generation', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Demand Generation', 'endorsements': 2, 'passed_assessment': None}, {'name': 'New Business Development', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 12, 'passed_assessment': None}]"
vidyard,"SaaS GTM Leader | Ex-Insight Partners, LinkedIn, PwC",Head of Customer Success,"[{'name': 'Startups', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Solution Selling', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Relationship Management (CRM)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Success', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Go-to-Market Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Management Consulting', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Business Process Improvement', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Talent Acquisition', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Program Management', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Financial Modeling', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Transformation', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Change Management', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Talent Management', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Organizational Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Corporate Communications', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Stakeholder Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Training Delivery', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Communications', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 9, 'passed_assessment': None}]"
